orig_index,username,created_at,tweet,verdict
1800,jpacaba,2021-09-21 02:49:22+00:00,"Mukhang binase ang bagong alert levels ng #COVID19 response ng Pilipinas sa New Zealand, na may apat na levels rin at considered na Ã¢â‚¬Å“success storyÃ¢â‚¬Â. Wala po sa pangalan ng alert levels ang pagiging successful sa COVID-19 response, nasa namumuno yun.",INVALIDT
1801,DZMMTeleRadyo,2021-09-21 02:49:02+00:00,"PANOORIN: Pagpapatuloy sa imbestigasyon ng Senate Blue Ribbon Committee kaugnay ng transaksyon ng gobyerno sa umano'y overpriced #COVID19 pandemic supplies sa Pharmally. 

LIVE: https://t.co/1XZbzMB4E0 https://t.co/sBYE5Dvz6w",TRUE
1802,NaganoTl,2021-09-21 02:47:22+00:00,"~Suporta upang tulungan ang mga kumpanya~
Pagpapautang ng pondo
Pagpapaliban ng pagbayad sa utang
Benepisyo/Subsidy/Grant
Pagpapaliban ng pagbayad ng buwis/social insurance

https://t.co/nUhTsRBBFJ",INVALID
1803,Housemaidsph,2021-09-21 02:45:32+00:00,"Some clients are making sure that their new maids have negative COVID-19 test results. 

Nagpapasalamat at negative si ate sa test namin at sa test ng kaniyang employer. 

#housemaidsph #maidagency #COVID19 #antigentest https://t.co/y12muJOwp1",TRUE
1805,ABSCBNNews,2021-09-21 02:43:41+00:00,"TINGNAN: Mga rural health units sa mga bayan ng Mahatao at Ivana sa Batanes naka-lockdown. 

Kasalukuyang naka-quarantine ngayon ang mga health workers dahil sa biglang pagtaas ng kaso ng #COVID19 sa probinsya. | via @jeck_batallones https://t.co/EyAlhP69ln",TRUE
1806,Housemaidsph,2021-09-21 02:37:57+00:00,"Christmas decorations are up! 

Gawin natin itong masaya sa patuloy na pag ingat para sa ating mga mahal sa buhay. 

#housemaidsph #maidagency #COVID19 #christmas2021 #staysafe https://t.co/BN9iI3QfMd",TRUE
1807,renchantan,2021-09-21 02:31:06+00:00,RT @thepostph: #NewsBreak: Naniniwala ang TeachersÃ¢â‚¬â„¢ Dignity Coalition na hindi pa napapanahon at lubhang mapanganib pa ang pagdaraos ng facÃ¢â‚¬Â¦,INVALIDT
1808,Housemaidsph,2021-09-21 02:30:53+00:00,"Ang magkatrabaho sa panahon ng COVID-19 ay isang biyaya mula sa Panginoon. 

#housemaidsph #maidagency #housemaids #kasambahay #katulong #maids #yayas #work #trabaho #COVID19 https://t.co/jVoqyntZea",MOSTLY_TRUE
1809,Nkubito82469243,2021-09-21 02:30:13+00:00,@KicukiroDistr @CityofKigali @Rwandapolice Dufatanyije covid19 yarangira.gusa mu murenge wa Masaka ho hakwiye kwitabwaho kuko utubari twaho turafunguye Abantu baba buzuye munzu banywa inzoga naho basangira kumiheha.,INVALID
1810,MelgarejoHarly,2021-09-21 02:23:39+00:00,RT @WinGatchalian74: Dapat masimulan na ang pagbabakuna sa teenagers laban sa #COVID19 para makabalik na sila sa paaralan. #BatangBakunadoPÃ¢â‚¬Â¦,TRUE
1811,needurglow,2021-09-21 02:18:27+00:00,"RT @HotMenFantasy: Ã°Å¸""Â¥ RT/Comment if gusto niyo magpaService kay Kuya #Barako na #Bastusan sa Kama! FOLLOW &amp; RT, more vids to come! #alterpinÃ¢â‚¬Â¦",INVALID
1813,viralvideovlogs,2021-09-21 02:17:00+00:00,"RT @JamiiForums: UKIPITILIZA CHANJO YA PILI YA #COVID19 USIANZE UPYA

Ukipitiliza tarehe ya chanjo ya pili usiache wala kuanza upya mchakatÃ¢â‚¬Â¦",INVALID
1816,Politiko_Ph,2021-09-21 02:16:09+00:00,"Vax pa more! 34M doses ng Covid19 vaccines, darating ngayong buwan

Panoorin: https://t.co/YkcAiRY1Fk 

#PolitikoLive
#PolitiskoopWithInaAndolong https://t.co/sMMqF7Y8y1",TRUE
1817,ernestdmenace,2021-09-21 02:09:29+00:00,"@Dwarrior_granny bakit nyo pinagpipilitan ng ang mga BUMOTO kay duterte at mga DDS ay nasa DEF classes. sa ABC classes marami dito kasama na rin mga OFWs. nagpapanalo sa kanya ay ang NCR, Tagalog region, N. Ilocos, central visayas and large part of mindanao. sa COVID19 lng po naghuhugas ng kamay.",INVALID
1818,AllBaguio,2021-09-21 02:08:15+00:00,"RT @dzrhnews: Sa Baguio City, 40 guro na-expose sa #COVID19 patient, naka-quarantine #BalitangPromdi #DZRHNationwide",TRUE
1819,DZMMTeleRadyo,2021-09-21 02:00:00+00:00,"Halos 100 milyong doses na ng #COVID19 vaccine ang natatanggap ng Pilipinas, ayon kay vaccine czar Carlito Galvez Jr.  #COVID19VaccinePH https://t.co/Gfq9jCbB1f",TRUE
1820,thepostph,2021-09-21 01:51:50+00:00,#NewsBreak: Naniniwala ang TeachersÃ¢â‚¬â„¢ Dignity Coalition na hindi pa napapanahon at lubhang mapanganib pa ang pagdaraos ng face-to-face classes dahil sa patuloy na pagtaas ng kaso ng Covid19 sa buong bansa. | https://t.co/pUUijcYV1i https://t.co/cKk7UNPdfP,TRUE
1821,4th_diamond,2021-09-21 01:44:23+00:00,"PANOORIN I 4ID Commander nag-alok ng bakuna kontra COVID19 sa mga miyembro ng CPP-NPA-NDF.

#AFPyoucanTRUST
#AFPParaSaBayan
#4IDAtongArmy
#4idnews

https://t.co/tB3B85Mxfz",INVALID
1822,Pcr5Zndcps,2021-09-21 01:42:14+00:00,"PNP Kakampi Mo Laban sa COVID19
ctto
#ZNPPO
#PNPCares
#PNPumaksyonmabilis
#TeamPNP
#WeServeAndProtect
#PNP
#pulisatkomunidad
#PNPKakampiMo
#PNPKakampiMoLabanSaCOVID19
#StayHomesaveLives
#StopTheSpreadofCOVID19 https://t.co/bw70GV2Lh5",INVALID
1823,Pcr5Zndcps,2021-09-21 01:36:01+00:00,"PNP Kakampi Mo Laban sa COVID19
ctto
#ZNPPO
#PNPCares
#PNPumaksyonmabilis
#TeamPNP
#WeServeAndProtect
#PNP
#pulisatkomunidad
#PNPKakampiMo
#PNPKakampiMoLabanSaCOVID19
#StayHomesaveLives
#StopTheSpreadofCOVID19 https://t.co/teeDpaHoel",INVALID
1824,SaifAns83915875,2021-09-21 01:32:09+00:00,"@Rileerr So Sad Pakistan ZindabadÃ°Å¸â€™Å¡Ã°Å¸â€™â€”Ã°Å¸â€™â„¢
#COVID19",INVALID
1825,DZMMTeleRadyo,2021-09-21 01:30:00+00:00,"Palalawigin na nga ba ang #COVID19 alerts system sa iba pang lugar sa bansa? 

Ayon sa isang opisyal, maglalabas ng rekomendasyon ang pamahalaan kaugnay dito sa susunod na linggo. https://t.co/nN4dFcLf87",TRUE
1826,basistapolice,2021-09-21 01:29:24+00:00,"Narito ang mga gabay sa bagong sistema ng alert level ayon sa National Task Force Against Covid19.
#PNPKakampiMo #ToServeandProtect https://t.co/yjWLPQYuY0",TRUE
1827,Pcr5Zndcps,2021-09-21 01:27:23+00:00,"PNP Kakampi Mo Laban sa COVID19
#ZNPPO
#PNPCares
#PNPumaksyonmabilis
#TeamPNP
#WeServeAndProtect
#PNP
#pulisatkomunidad
#PNPKakampiMo
#PNPKakampiMoLabanSaCOVID19
#StayHomesaveLives
#StopTheSpreadofCOVID19 https://t.co/nGVdvNT73o",INVALID
1828,adobo_sarap,2021-09-21 01:23:24+00:00,@rapplerdotcom Ang buang na president di makapgfocus sa covid19 issue. Ang utak lumilipad sa ibang bagay. Gising na tatay lugmok na tayo sa pandemya. Ano na. Inutil talaga.,INVALIDT
1829,Cloudcrem,2021-09-21 01:23:07+00:00,Salesforce Apex Programming tutorial  #superbadge #JN #JornalNacional  #salesforcejobs #salesforceconsultant #SalesforceCPQ  #lookingfornewjob  #COVID19 #lostjob t #wfh https://t.co/IrDMz91vCk 4,INVALID
1830,MisterCrab888,2021-09-21 01:22:36+00:00,"ANTIBACTERIAL nakalagay.

COVID19 is a VIRUS. https://t.co/fqkJ4BZkx1",MOSTLY_TRUE
1831,Cloudcrem,2021-09-21 01:22:36+00:00,Salesforce Apex Programming tutorial  #superbadge #JN #JornalNacional  #salesforcejobs #salesforceconsultant #SalesforceCPQ  #lookingfornewjob  #COVID19 #lostjob t #wfh https://t.co/IrDMz91vCk 6,INVALID
1832,ANCALERTS,2021-09-21 01:16:59+00:00,"Ã¢â‚¬Å“Hahayaan na maghasik ng lagim at maghasik ng hawa-hawa?Ã¢â‚¬Â

Department of the Interior and Local Government Undersecretary Martin DiÃƒÂ±o justifies the use of yellow markers to identify #COVID19 positive residents in Pateros, Manila. #ANCRundown https://t.co/wR1pLVOCe4",MOSTLY_FALSE
1833,AbanteNews,2021-09-21 01:09:47+00:00,"Lumapag na sa bansa ang karagdagang 561,500 Pfizer COVID-19 vaccines na siyang donasyon ng Estados Unidos sa Pilipinas.
https://t.co/zCQVGEVrhg
#TunayNaTabloidista 
#AbanteNews 
#COVID19
#Pfizer
#vaccines",TRUE
1834,Reynant48033793,2021-09-21 01:06:12+00:00,RT @DZMMTeleRadyo: Olongapo Mayor Rolen Paulino nagpositibo sa #COVID19 https://t.co/48MZGJ0Wnj,TRUE
1835,AbanteNews,2021-09-21 01:00:26+00:00,"Sumipa na sa 36,035 kawani ng Philippine National Police (PNP) ang naitalang gumaling mula sa COVID-19.
https://t.co/ahaiJ8VB5d
#TunayNaTabloidista 
#AbanteNews 
#PNP
#COVID19",TRUE
1836,DZMMTeleRadyo,2021-09-21 01:00:01+00:00,Puno na ang lahat ng mga ospital sa Isabela province sa gitna ng patuloy na pagtaas ng #COVID19 cases dito dahil sa Delta variant. https://t.co/OABx7TIGeM,TRUE
1838,cee2392,2021-09-21 00:58:27+00:00,RT @Chkaughrlle: Effective against covid19? Hindi po sabi ng DOH. https://t.co/qdKrRXk3ZR,INVALID
1840,Timothy66538092,2021-09-21 00:55:00+00:00,"@hannahbananacha @4everNeverTrump @RyanTClarke @NewbergSchools Ahahahaha
https://t.co/tJJkEKNra8",INVALID
1842,koalakates,2021-09-21 00:42:48+00:00,"@ricolove3000 @lesoubliess Luh, kami nga itong vaccinated at sumusunod sa protocols di gaya ng mga alipoeres ni Duterte na nagpapamigay ng Ivermectin na walang aprubadong bisa sa COVID19 lmao",MOSTLY_TRUE
1843,romrenie12,2021-09-21 00:21:21+00:00,@wengsalvacion Wagas kung magbanta. Palagi namang natutulog sa pansitan. Bukas paggising #1 na #PHIL  sa covid19 sa buong mundo.,INVALID
1845,theginoubasgopo,2021-09-21 00:10:18+00:00,RT @DZMMTeleRadyo: Batanes isinailalim sa ECQ dahil sa pagtaas ng kaso ng #COVID19 #COVID19Quarantine https://t.co/KpQ2RFZkf7,TRUE
1846,ABSCBNNews,2021-09-21 00:10:00+00:00,Kinumpirma ng alkalde ng Olongapo City na nagpositibo siya sa #COVID19 https://t.co/KNwSOn1iZE,TRUE
1847,introvertedhood,2021-09-21 00:04:27+00:00,RT @quiapochurch: 21 Setyembre (Tuesday) 8:00 A.M. | #OratioImperata para sa #Covid19 #OnlineRosary https://t.co/RQQawkZaq3,INVALID
1848,DZMMTeleRadyo,2021-09-21 00:00:00+00:00,Batanes isinailalim sa ECQ dahil sa pagtaas ng kaso ng #COVID19 #COVID19Quarantine https://t.co/KpQ2RFZkf7,TRUE
1849,quiapochurch,2021-09-20 23:58:32+00:00,21 Setyembre (Tuesday) 8:00 A.M. | #OratioImperata para sa #Covid19 #OnlineRosary https://t.co/RQQawkZaq3,INVALID
1851,ABSCBNNews,2021-09-20 23:43:38+00:00,Ã¢â‚¬Â¢ Inaprubahan na ni Pangulong Rodrigo Duterte ang dry run ng limitadong face-to-face classes sa mga lugar na maituturing na Ã¢â‚¬Å“low-riskÃ¢â‚¬Â sa #COVID19. https://t.co/JFBOITbpMT,TRUE
1852,DZMMTeleRadyo,2021-09-20 23:40:00+00:00,Olongapo Mayor Rolen Paulino nagpositibo sa #COVID19 https://t.co/48MZGJ0Wnj,TRUE
1853,arbues_m,2021-09-20 23:13:42+00:00,Oo nga namanÃ¢â‚¬Â¦ at least hindi first Ã¢â‚¬Å“most severe CoViD19 waveÃ¢â‚¬Â ang Philippines! Adik talaga! Bwahahahahaha https://t.co/5CUHPvaM6S,MOSTLY_TRUE
1854,DZMMTeleRadyo,2021-09-20 23:10:00+00:00,Binanatan ni Pangulong Rodrigo Duterte nitong Lunes ang PH Red Cross kaugnay ng mga inilalabas nito na pagkakamali sa #COVID19 test results. https://t.co/cDZwKHhQcp,TRUE
1855,NeatTwits,2021-09-20 22:45:56+00:00,"@ABSCBNNews Ang dapat na pagtuunan mo ng pansin ay kung paano tayo makawala sa pandemya . . .

Hindi para makawala ka sa anomalya ng Pharmally!

Ang dami ng namatay sa Covid19 pero nakatutok ka pa rin sa pag insulto sa mga nagtatanggol sa pera ng bayan!",INVALIDT
1856,AbanteNews,2021-09-20 22:30:00+00:00,"Ã¢â‚¬Å“Totoo at hindi imbento ang Covid. Kaya magpabakuna at Ã¢â‚¬Ëœwag maniwala na fake news lang itoÃ¢â‚¬Â.
https://t.co/l8E5pgwb7T
#TunayNaTabloidista 
#AbanteNews
#bakuna #COVID19",TRUE
1857,IFH_Tagalog,2021-09-20 22:08:58+00:00,"NUMERO NG #COVID19 SA NEW JERSEY:
Ã¢Å¾Â¡Ã¯Â¸Â3,079 bagong positibong PCR
Ã¢Å¾Â¡Ã¯Â¸Â965,265 total na positibong PCR
Ã¢Å¾Â¡Ã¯Â¸Â647 bagong positibong antigen
Ã¢Å¾Â¡Ã¯Â¸Â143,026 total na positibong antigen

7.93% ang positivity rate

1.04 ang statewide na rate of transmission.

#IFHTranslates #IFHInfoFilipino https://t.co/CiNwpKvKcN",INVALID
1858,IFH_Tagalog,2021-09-20 22:05:30+00:00,"Nagbigay ng higit sa $252 million sa federal #COVID19 Emergency Rental Assistance Program funds ang NJ. Naidistributa ito sa higit na 27,000 na mga bahay. Magapply para sa rental assistance, bumisita sa: https://t.co/k7yDmOnppL.

#IFHTranslates #IFHInfoFilipino https://t.co/jT9XZxk0g3",INVALID
1860,GeleraRonald,2021-09-20 21:12:06+00:00,"Taga saang planeta ka Ba?  DOH,  pwese bang gawing staff ito sa hospital na may severe Covid19 at pagbantayin natin mga ito na wlang face mask at face shield tutal d naman daw totoo ang Covid19 !!! Porket libre ang katangahan inaaraw araw nyo naman! https://t.co/DE1iSDS4nW",MOSTLY_FALSE
1861,Nimneemoo,2021-09-20 21:12:06+00:00,TANGINA TAWANG-TAWA AKO!! SINENDAN AKO NG BIBLE VERSE NG CANDIDATE KONG NURSE NA AYAW MAGPA COVID19 VACCINE! Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,INVALIDT
1862,Kadarnouh,2021-09-20 20:32:15+00:00,Tiro lala wadaago bulshadu waxba ka tari mayso xakamaynta Covid19 . https://t.co/x1IUDSA9nt,INVALID
1863,Ejikech11438647,2021-09-20 20:30:52+00:00,"RT @CEOAfricanewss: IPOB - Ejimakor says Nigerian Law backs Nnamdi Kanu, gives reason
Read More:https://t.co/nXRwY5H0ew
TokyoOlympics2021 #Ã¢â‚¬Â¦",INVALID
1864,EstelleSelfie,2021-09-20 20:27:53+00:00,"RT @joshdavid____: 39. Mas detalyadong thread ng accomplishments ni VP nitong COVID19 pandemic.

https://t.co/j5joRI0eUS",INVALID
1865,dontslowblinkme,2021-09-20 20:26:50+00:00,Next level paranoia &amp; indoctrination #COVID19 Ã°Å¸â„¢â€ž https://t.co/m1Aw0kIhkK,INVALID
1867,dzrhnews,2021-09-20 20:07:48+00:00,"Maling #COVID19 result ng @philredcross, pinaiimbestigahan sa @DOHgovph #RHBalita #DZRHNationwide",TRUE
1868,GFarooqi,2021-09-20 19:56:56+00:00,"RT @newsonepk: People's Party Ne Achanak Se U turn Kiyun Liya, Nisar Khuhro Ne Bata Diya https://t.co/pEGZYeHjIC #Newsonepk #GForGharidah @Ã¢â‚¬Â¦",INVALID
1869,wargeyskacaalam,2021-09-20 19:52:05+00:00,"Dowladda Soomaaliyaa ayaa soo rogtey amarro la xidhiidha cudurka COVID19, waxaa bandoo habeenkii ah lagu soo rogay caasimadda.
Dowladdu waxay
maamul-goboleedyada u soo jeedisey in ay iyana bandow soo
rogaan. https://t.co/HabIEFI9zq",INVALID
1870,umusoso,2021-09-20 19:40:36+00:00,"RT @GikondoS: Ubudasa muguhangana na #covid19 #NINJYEBIREBA uyu munsi kucyumweru ubukangurambaga bwakorewe munsengero za:CMER, RESTORATIONÃ¢â‚¬Â¦",INVALID
1871,vincenthigiro1,2021-09-20 19:37:05+00:00,"RT @RBCRwanda: #COVID19 iracyahari ariko kuyirinda birashoboka. Twitabire kwikingiza, dukomeze no kubahiriza ingamba zose zo kwirinda iki cÃ¢â‚¬Â¦",INVALID
1872,SwabUrah01,2021-09-20 19:36:31+00:00,Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š gwe Zino si side effect za Covid19 wabula sign za bwogo bumpi https://t.co/ILg47F1gti,INVALID
1873,dzrhnews,2021-09-20 19:36:07+00:00,"Sa Baguio City, 40 guro na-expose sa #COVID19 patient, naka-quarantine #BalitangPromdi #DZRHNationwide",TRUE
1874,dzrhnews,2021-09-20 19:35:47+00:00,"Sa Ilocos Norte, death toll ng #COVID19  patuloy sa  pagtaas #BalitangPromdi #DZRHNationwide",TRUE
1875,dzrhnews,2021-09-20 19:35:24+00:00,"Sa Dagupan City, 12 pulis sa lungsod positibo sa #COVID19  #BalitangPromdi #DZRHNationwide",TRUE
1876,dzrhnews,2021-09-20 19:35:04+00:00,"Sa Negros Occidental, Kabankalan City Mayor Zayco positibo sa #COVID19 #BalitangPromdi #DZRHNationwide",TRUE
1878,newsonepk,2021-09-20 19:23:14+00:00,"People's Party Ne Achanak Se U turn Kiyun Liya, Nisar Khuhro Ne Bata Diya https://t.co/pEGZYeHjIC #Newsonepk #GForGharidah @GFarooqi @AamirDogar155 @NisarKhuhro_SME #GFG #PMImranKhan #COVID19 #Pakistan #PTIPetrolBomb #PTI #PPP #PMLN #JUIF #PDM #ECP #Opposition #PDM #Corruption https://t.co/Yv8xrQozgT",INVALID
1879,dzrhnews,2021-09-20 19:07:32+00:00,Batanes isinailalim sa ECQ dahil sa #COVID19 surge #BalitangPromdi #DZRHNationwide,TRUE
1880,dzrhnews,2021-09-20 19:06:39+00:00,Umano'y palpak na resulta ng #COVID19 tests ng @philredcross  pinaiimbestigahan ni Pangulong Duterte  #BalitangPromdi #DZRHNationwide,TRUE
1883,TerryJones0001,2021-09-20 18:27:19+00:00,"Ha, ha ha superb
    Covid19 lol Ã°Å¸Â¤Â£Ã°Å¸â€˜ÂÃ°Å¸â€˜â€¡ https://t.co/5IOcbpe43w",INVALID
1885,Dome689,2021-09-20 18:05:25+00:00,"RT @lucarango88: @you_trend Ã°Å¸""Â´#Italia #coronavirus #20settembre

Casi +2.407(4.638.516 +0,05%)
Guariti +3.383(4.395.648 +0,08%)
Decessi +44(Ã¢â‚¬Â¦",INVALID
1887,zkdlinspire,2021-09-20 17:22:35+00:00,"sana bago ikulong tong mga hayop na to sa violations sa protocols, idaan muna sila sa ospitals. may internet naman siguro sila pero bulag-bulagan pa rin sila. buti sana kung sila lang maapektuhan, pano kung naging carrier sila ng covid19 tangina nakakagalit https://t.co/DjlFcF9WId",MOSTLY_TRUE
1889,BatmanPSPK,2021-09-20 17:03:18+00:00,"RT @IDooram: Rendu golilu esukunte #COVID19 poddhi ani cheppadam, flood relief edhi ante covid ki vadam anatam !! last year disaster reliefÃ¢â‚¬Â¦",INVALID
1890,gatsatasector,2021-09-20 17:01:03+00:00,"#Operation_One_Stop
Uy'umunsi @gatsatasector hakoze ubugenzuzi bw'isuku no  kureba iyubahirizwa ry'amabwiriza yo Kwirinda #Covid19 muri Centre z'ubucuruzi ziherereye #Mu_Kagali_ka_Nyamugali.

@Rwandapolice @CityofKigali @Gasabo_District @umwigemepo @ngangare1 @NdangaPatrice https://t.co/3Ebp9qDimN",INVALID
1891,kavukire_cctv,2021-09-20 16:58:44+00:00,@Radiotv10rwanda @MTNRwanda @MTNRwanda iri gutuma #COVID19  dukomeza kuyihana hana Ã°Å¸Â¤Â·Ã°Å¸ÂÂ½Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸ÂÃ°Å¸Â¤Â·Ã°Å¸ÂÂ½Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸ÂÃ°Å¸Â¤Â·Ã°Å¸ÂÂ½Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸ÂÃ°Å¸Â¤Â·Ã°Å¸ÂÂ½Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸Â,INVALID
1892,verdeocchio,2021-09-20 16:54:09+00:00,"RT @lucarango88: Ã°Å¸""Â´#Italia #coronavirus #20settembre

Casi +2.407(4.638.516 +0,05%)
Guariti +3.383(4.395.648 +0,08%)
Decessi +44(130.354 +0,Ã¢â‚¬Â¦",INVALID
1897,Williamboti954,2021-09-20 16:35:44+00:00,RT @HotMenFantasy: Part1/2: Swerteng #Bakla naka-#BJ &amp; #kantot ng #Str8 #Hunk #Daddy! FOLLOW &amp; RT for MORE HOT VIDEOS! #alterpinoy #alterphÃ¢â‚¬Â¦,INVALID
1904,kavukire_cctv,2021-09-20 16:11:01+00:00,@HAKUZWUMUREMYI @KicukiroDistr iyo mubihuriza hamwe c mukarwanya #COVID19 na #HIV icyarimweÃ°Å¸Â¤Â­Ã°Å¸Â¤Â­Ã°Å¸Â¤Â­,INVALID
1908,VandaMerrillii,2021-09-20 16:04:37+00:00,"Panginoon ko, iadya mo po kami kay PDutzkie at sa mga alipores nito at sa paglala ng COVID19 infection. Kung ako ang parent, i will not send my child for face to face schooling. NO WAY!!!! https://t.co/XxKpZTE8uh",INVALID
1909,ViQuomiCons,2021-09-20 15:56:13+00:00,"https://t.co/78LpD2AENm
Bata, kinagigiliwan ng netizens matapos mag trending ang kanyang tiktok video na samalamig dance challenge.

#TikTok #tuesdaymotivations #SamalamigDanceChallenge #MUFC #UNGA #DuneMovie #QRCode #COVID19 #liveline #BTS_twt #DanceChallenge #YourStories https://t.co/ln07bh3F4M",INVALID
1910,SaTrueLangMe,2021-09-20 15:55:36+00:00,@inquirerdotnet May covid19 ngayon...beke nemen pwedeng unahin yun? Nagttanong lang naman. Punyeta.,INVALID
1911,VandaMerrillii,2021-09-20 15:54:06+00:00,"@rvnsage sige lang, at least wala kang COVID19, powtha",INVALID
1912,marcgrueso,2021-09-20 15:53:00+00:00,RT @dzrhnews: Pilipinas inaasahang tatanggap ng 22 milyong doses ng #COVID19 vaccines sa Oktubre ayon kay Sec. Galvez | #DZRHNationwide httÃ¢â‚¬Â¦,TRUE
1913,mckyrizo,2021-09-20 15:50:18+00:00,Beh anong walang sars-cov at covid19??? Gusto mo ba maranasan muna beh???????? Tanga Ã°Å¸ËœÂ­ https://t.co/JBZ7h3Mg7J,INVALIDT
1915,dzrhnews,2021-09-20 15:48:43+00:00,Pilipinas inaasahang tatanggap ng 22 milyong doses ng #COVID19 vaccines sa Oktubre ayon kay Sec. Galvez | #DZRHNationwide https://t.co/ifOm6L6wWF,TRUE
1919,_ajguapa12_,2021-09-20 15:42:29+00:00,"RT @Ramivipsagel: News from Galaxy far far away-
Hoarder ng mga Yolanda donations namatay na. PacMan tuloy sa 2022, Cusi faction nag sumiteÃ¢â‚¬Â¦",INVALID
1920,News5PH,2021-09-20 15:41:59+00:00,"Ã¢â‚¬Â¢ Nilagyan ng palatandaan ang ilang mga bahay sa Pateros kung saan #COVID19-positive ang mga nakatira.

FULL REPORT: https://t.co/fTfKO1hF5H",TRUE
1922,PIBKohima,2021-09-20 15:34:06+00:00,"RT @HealthNagaland: #COVID19 Fresh Positive: 43 on 20/09/2021

Dimapur: 13
Kiphire: 2
Kohima: 3
Longleng: 2
Mokokchung: 8
Tuensang: 14
WokhÃ¢â‚¬Â¦",INVALID
1923,News5PH,2021-09-20 15:30:45+00:00,"Sa patuloy na pag-atake ni Pres. Duterte kay Sen. Richard Gordon at Philippine Red Cross, pinaiimbestigahan ng Pangulo sa DOH ang ulat kaugnay ng umano'y false positives sa #COVID19 tests na prinoseso ng laboratoryo ng PRC. https://t.co/VErpPxINyH",TRUE
1933,RCITagalog,2021-09-20 15:20:40+00:00,Pfizer sinabing ligtas at poprotektahan ng kanilang COVID-19 vaccine ang mga bata edad 5-11. https://t.co/G7d860l3jv,TRUE
1934,ARuzigamanzi,2021-09-20 15:20:02+00:00,"RT @Nduba_Sector: Nyuma yo gushyira ibyapa biriho ubutumwa bukangurira Abaturage kwirinda COVID 19 mu Midugudu:""Operation One Stop"" muri ikÃ¢â‚¬Â¦",INVALID
1936,RwandaNorth,2021-09-20 15:19:11+00:00,"Guverineri @NyirarugeroD arasaba kandi aba baturage b'Umurenge wa Kivuruga kubungabunga umutekano, kwirinda amakimbirane mu miryango, kurwanya ibiyobyabwenge, kwitabira gahunda za Leta, zirimo mituweli na #EjoHeza no gukomeza kwirinda ikwirakwira ry'icyorezo cya #COVID19 https://t.co/lJKEFMFZ7Z",INVALID
1939,dzrhnews,2021-09-20 15:15:21+00:00,"#DZRHNationwide Vaccine Czar Sec. Galvez: 
Mayroon na po tayong 18,560,409 who received complete doses [of #COVID19 vaccines]. 

FB: https://t.co/XL4QFyB8ws https://t.co/B44kXGw37D",TRUE
1946,lucarango88,2021-09-20 15:06:14+00:00,"@you_trend Ã°Å¸""Â´#Italia #coronavirus #20settembre

Casi +2.407(4.638.516 +0,05%)
Guariti +3.383(4.395.648 +0,08%)
Decessi +44(130.354 +0,03%)
AttPos -1.022(112.514 -0,90%)
Molec +49.507(59.091.430 +0,08%)
Incid 4,86%(+0.14)

Ric 3982(+53) TI 523(-7) Iso 108009(-1068)

#Covid_19 #COVID19 https://t.co/XwkAniQU05",INVALID
1947,lucarango88,2021-09-20 15:06:02+00:00,"Ã°Å¸""Â´#Italia #coronavirus #20settembre

Casi +2.407(4.638.516 +0,05%)
Guariti +3.383(4.395.648 +0,08%)
Decessi +44(130.354 +0,03%)
AttPos -1.022(112.514 -0,90%)
Molec +49.507(59.091.430 +0,08%)
Incid 4,86%(+0.14)

Ric 3982(+53) TI 523(-7) Iso 108009(-1068)

#Covid_19 #COVID19 https://t.co/3bWsApu7Wo",INVALID
1949,mackygiba_,2021-09-20 15:03:12+00:00,"I tested positive for COVID19 TWICE, this year. I know the feeling kapag tinamaan ka, kaya wag kayo magkalat ng fake news please lang.Ã°Å¸Â¥Â² https://t.co/IV3zopQo6N",INVALIDT
1952,dionpancho,2021-09-20 14:56:44+00:00,@cnnphilippines grabe tlaga presidente nato! wala kuwenta! nagkakamatayan na mga tao sa covid19! pusa ka!,INVALIDT
1953,JocyleneAtienza,2021-09-20 14:56:00+00:00,"RT @thereisanocean: TBADN, mag-party na kayo!  Nakaraos si Aling Mila sa COVID19, kaya lang, nagka-TB uli sya, as in tuberculosis (TB).  SaÃ¢â‚¬Â¦",INVALID
1956,arfAntonio_,2021-09-20 14:49:37+00:00,"Covid please lang tama na Ã°Å¸ËœÂ­Ã°Å¸â€™"" #COVID19",INVALID
1958,viatchigab,2021-09-20 14:38:13+00:00,"@selenophile07 Pero kgbi, nastress ako sa Nagrally regarding na no mask and hindi truelalu ang CoVid19. Sana hindi sila nagkaroon ngayon ng infection ngayon.",INVALIDT
1964,santarosacity,2021-09-20 14:18:42+00:00,"Maraming salamat sa inyong pag-unawa.

#KayaNgSantaRosaLabananAngCorona
#COVID19
#LabananAngCovid
#SerbisyongMakataoLungsodNaMakabago
#TatakARCILLASSerbisyongWAGAS
#CityofSantaRosaLaguna",INVALID
1967,868Jec,2021-09-20 14:12:24+00:00,RT @dzrhnews: Pilot testing ng face-to-face classes sa mga lugar na mababa ang #COVID19 cases aprub na kay Pangulong Duterte #TomorrowsNewsÃ¢â‚¬Â¦,TRUE
